"SC","名称","市場","業種","日付","株価","前日比","前日比（％）","前日終値","始値","高値","安値","VWAP","出来高","出来高率","売買代金（千円）","時価総額（百万円）","値幅下限","値幅上限","高値日付","年初来高値","年初来高値乖離率","安値日付","年初来安値","年初来安値乖離率"
"4337","ぴあ","東証PR","サービス","20240126","3340","-10","-0.3","3350","3350","3370","3340","3350.79","7000","0.04","23456","52242","2650","4050","20230915","3980","16.08","20230105","3030","10.23"
"4341","西菱電機","東証ST","サービス","20240126","808","-11","-1.34","819","824","824","808","819.05","2200","0.06","1802","2828","669","969","20231020","979","17.47","20231024","771","4.8"
"4343","イオンファンタジー","東証PR","サービス","20240126","2515","21","0.84","2494","2494","2526","2493","2512.52","94000","0.48","236177","49723","1994","2994","20230517","3890","35.35","20230116","2356","6.75"
"4344","ソースネクスト","東証PR","情報通信","20240126","153","-2","-1.29","155","154","157","152","154.17","1366200","1","210621","20863","105","205","20230124","319","52.04","20240119","150","2"
"4345","シーティーエス","東証PR","サービス","20240126","686","-12","-1.72","698","697","697","686","690.09","76700","0.18","52930","29772","598","798","20230202","833","17.65","20231218","618","11"
"4346","NEXYZ.Group","東証ST","サービス","20240126","723","-8","-1.09","731","741","741","720","734.62","50800","0.38","37319","9740","581","881","20231012","895","19.22","20230320","582","24.23"
"4347","ブロードメディア","東証ST","サービス","20240126","1259","3","0.24","1256","1250","1274","1245","1258.21","62400","0.79","78512","9965","956","1556","20230929","2017","37.58","20230106","987","27.56"
"4348","インフォコム","東証PR","情報通信","20240126","2555","-14","-0.54","2569","2567","2571","2545","2556.02","60000","0.1","153361","147168","2069","3070","20230907","2978","14.2","20230117","2035","25.55"
"4350","メディカルシステムネットワーク","東証ST","小売","20240126","604","-10","-1.63","614","618","618","604","610.26","48800","0.16","29781","18508","514","714","20240110","683","11.57","20230609","360","67.78"
"4351","山田債権回収管理総合事務所","東証ST","その他金融","20240126","963","6","0.63","957","957","964","957","961.21","2400","0.06","2307","4110","807","1107","20230628","1047","8.02","20230106","848","13.56"
"4356","応用技術","東証ST","情報通信","20240126","1634","-2","-0.12","1636","1636","1647","1631","1637.12","3400","0.06","5566","9341","1236","2036","20230228","2105","22.38","20231212","1457","12.15"
"4360","マナック・ケミカル・パートナーズ","東証ST","化学","20240126","532","-7","-1.3","539","540","542","532","535.69","7200","0.08","3857","4589","439","639","20230322","896","40.63","20231226","501","6.19"
"4361","川口化学工業","東証ST","化学","20240126","1325","0","0","1325","1325","1325","1323","1324","1200","0.1","1589","1617","1025","1625","20231121","1745","24.07","20230118","1095","21"
"4362","日本精化","東証PR","化学","20240126","3105","-10","-0.32","3115","3100","3125","3065","3097.56","13300","0.05","41198","78781","2415","3815","20240109","3170","2.05","20230106","2127","45.98"
"4365","松本油脂製薬","東証ST","化学","20240126","16200","100","0.62","16100","16200","16200","16200","16200","200","0","3240","73105","12100","20100","20240126","16200","0","20230104","12100","33.88"
"4366","ダイトーケミックス","東証ST","化学","20240126","656","-4","-0.61","660","662","662","653","656.11","5300","0.05","3477","7347","560","760","20230307","750","12.53","20230522","494","32.79"
"4367","広栄化学","東証ST","化学","20240126","2321","8","0.35","2313","2313","2321","2311","2316.45","1100","0.02","2548","11373","1813","2813","20230306","2500","7.16","20231127","2240","3.62"
"4368","扶桑化学工業","東証PR","化学","20240126","4200","-195","-4.44","4395","4305","4320","4180","4231.45","71700","0.2","303395","149146","3695","5100","20230704","4765","11.86","20230116","3320","26.51"
"4369","トリケミカル研究所","東証PR","化学","20240126","3605","-245","-6.36","3850","3745","3800","3605","3676.58","372700","1.15","1370260","117158","3150","4550","20240122","3985","9.54","20230106","1913","88.45"
"4370","モビルス","東証GR","情報通信","20240126","473","-10","-2.07","483","486","486","464","474.72","40000","0.67","18989","2826","403","563","20230310","848","44.22","20231227","365","29.59"
"4371","コアコンセプト・テクノロジー","東証GR","情報通信","20240126","2530","66","2.68","2464","2460","2603","2443","2536.84","109500","0.63","277784","43984","1964","2964","20230508","3845","34.2","20240104","2180","16.06"
"4372","ユミルリンク","東証GR","情報通信","20240126","1270","10","0.79","1260","1260","1286","1260","1280.67","4900","0.13","6275","4944","960","1560","20230906","1438","11.68","20230105","1073","18.36"
"4373","シンプレクス・ホールディングス","東証PR","情報通信","20240126","2897","-23","-0.79","2920","2900","2941","2889","2911.48","178900","0.31","520864","167075","2420","3420","20230906","2967","2.36","20230106","1986","45.87"
"4374","ROBOT_PAYMENT","東証GR","情報通信","20240126","2506","-58","-2.26","2564","2563","2584","2506","2548.33","7600","0.2","19367","9426","2064","3065","20230928","2818","11.07","20230117","1234","103.08"
"4375","セーフィー","東証GR","情報通信","20240126","750","7","0.94","743","743","753","732","745.86","153200","0.28","114265","41443","593","893","20230216","1020","26.47","20240118","696","7.76"
"4376","くふうカンパニー","東証GR","情報通信","20240126","319","-6","-1.85","325","321","324","319","320.7","129600","0.22","41562","18599","245","405","20230105","620","48.55","20231004","297","7.41"
"4377","ワンキャリア","東証GR","情報通信","20240126","4165","110","2.71","4055","4045","4245","4010","4185.31","39000","0.66","163227","24475","3355","4755","20230302","4885","14.74","20230912","2952","41.09"
"4378","CINC","東証GR","情報通信","20240126","691","1","0.14","690","685","692","685","688.73","4000","0.12","2755","2343","590","790","20230123","1125","38.58","20230720","677","2.07"
"4379","Photosynth","東証GR","情報通信","20240126","480","-12","-2.44","492","485","494","479","485.44","72100","0.46","35000","7465","412","572","20231002","700","31.43","20230106","288","66.67"
"4380","Mマート","東証GR","情報通信","20240126","1526","3","0.2","1523","1550","1550","1515","1529.66","4700","0.1","7189","7463","1123","1923","20230614","1669","8.57","20230104","990","54.14"
"4381","ビープラッツ","東証GR","情報通信","20240126","1521","-13","-0.85","1534","1523","1573","1501","1530.81","21500","0.89","32913","3685","1134","1934","20230726","3475","56.23","20230105","1115","36.41"
"4382","HEROZ","東証ST","情報通信","20240126","1680","-35","-2.04","1715","1700","1737","1676","1699.6","184400","1.23","313407","25268","1315","2115","20230614","2550","34.12","20230106","931","80.45"
"4384","ラクスル","東証PR","情報通信","20240126","1186","-26","-2.15","1212","1196","1198","1165","1182.5","1105300","1.88","1307019","69686","912","1512","20230313","1785","33.56","20240122","1025","15.71"
"4385","メルカリ","東証PR","情報通信","20240126","2451.5","-2","-0.08","2453.5","2438.5","2500","2425.5","2465.94","3692700","2.26","9105964","400006","1953.5","2953.5","20230802","3755","34.71","20230413","2160","13.5"
"4386","SIGグループ","東証ST","情報通信","20240126","517","8","1.57","509","516","530","508","521.46","19800","0.33","10325","3067","409","609","20230222","590","12.37","20231115","438","18.04"
"4387","ZUU","東証GR","情報通信","20240126","755","3","0.4","752","752","755","743","749.79","1400","0.03","1050","3586","602","902","20230224","1266","40.36","20231114","500","51"
"4388","エーアイ","東証GR","情報通信","20240126","796","-13","-1.61","809","800","810","793","799.49","14900","0.29","11912","4114","659","959","20230313","1780","55.28","20230215","580","37.24"
"4389","プロパティデータバンク","東証GR","情報通信","20240126","1576","47","3.07","1529","1514","1599","1514","1566.59","4100","0.07","6423","9350","1129","1929","20230124","2227","29.23","20231211","1329","18.59"
"4390","IPS","東証PR","情報通信","20240126","1972","7","0.36","1965","1965","2015","1949","1989.29","57400","0.45","114185","25354","1565","2365","20230124","2951","33.18","20231226","1833","7.58"
"4391","ロジザード","東証GR","情報通信","20240126","1865","-108","-5.47","1973","1940","1949","1856","1900.36","79900","2.43","151839","6138","1573","2373","20240125","1984","6","20230104","807","131.1"
"4392","FIG","東証PR","情報通信","20240126","317","-2","-0.63","319","318","320","316","317.96","138100","0.44","43910","9952","239","399","20230104","392","19.13","20230627","273","16.12"
"4393","バンク・オブ・イノベーション","東証GR","情報通信","20240126","3875","60","1.57","3815","3815","3920","3780","3863.22","52600","1.31","203206","15512","3115","4515","20230215","9770","60.34","20231218","3250","19.23"
"4394","エクスモーション","東証GR","情報通信","20240126","832","2","0.24","830","830","841","830","834.89","3800","0.13","3173","2509","680","980","20230707","1325","37.21","20231226","775","7.35"
"4395","アクリート","東証GR","情報通信","20240126","1013","14","1.4","999","1002","1034","996","1014.98","67200","1.12","68207","6051","849","1149","20230111","3375","69.99","20240123","952","6.41"
"4396","システムサポート","東証PR","情報通信","20240126","2012","-8","-0.4","2020","1998","2040","1993","2010.93","43300","0.42","87073","20885","1520","2520","20230619","2276","11.6","20230106","1329","51.39"
"4397","チームスピリット","東証GR","情報通信","20240126","423","8","1.93","415","415","435","408","422.85","156000","0.95","65964","6941","335","495","20230705","678","37.61","20230116","296","42.91"
"4398","ブロードバンドセキュリティ","東証ST","情報通信","20240126","1405","-2","-0.14","1407","1415","1415","1389","1401.67","3900","0.09","5467","6420","1107","1707","20230711","1850","24.05","20231117","1180","19.07"
"4401","ADEKA","東証PR","化学","20240126","2854.5","-81.5","-2.78","2936","2902","2940","2845.5","2882.99","205900","0.2","593608","296206","2436","3436","20240111","2950","3.24","20230213","2053","39.04"
"4403","日油","東証PR","化学","20240126","6603","-172","-2.54","6775","6703","6703","6598","6638.72","172300","0.21","1143852","533796","5775","7775","20240115","7081","6.75","20230106","5110","29.22"
"4404","ミヨシ油脂","東証ST","食料品","20240126","1308","-4","-0.3","1312","1310","1312","1304","1306.84","40400","0.39","52797","13481","1012","1612","20231129","1493","12.39","20230116","896","45.98"
"4406","新日本理化","東証ST","化学","20240126","195","-2","-1.02","197","196","198","195","196.2","106100","0.28","20817","7271","147","247","20230619","258","24.42","20231214","173","12.72"
"4409","東邦化学工業","東証ST","化学","20240126","510","-2","-0.39","512","510","510","509","509.86","5800","0.03","2957","10889","412","612","20230807","545","6.42","20230331","482","5.81"
"4410","ハリマ化成グループ","東証PR","化学","20240126","867","-5","-0.57","872","872","874","865","869.49","79100","0.3","68777","22612","722","1022","20230309","940","7.77","20231215","771","12.45"
"4412","サイエンスアーツ","東証GR","情報通信","20240126","561","-2","-0.36","563","568","585","555","568.28","53300","0.79","30290","3768","463","663","20230411","1020","45","20231024","484","15.91"
"4413","ボードルア","東証GR","情報通信","20240126","3450","-5","-0.14","3455","3400","3590","3330","3472.72","91700","0.58","318449","54785","2755","4155","20240117","3815","9.57","20230106","1540","124.03"
"4414","フレクト","東証GR","情報通信","20240126","4550","125","2.82","4425","4420","4620","4385","4530.55","32500","1.08","147243","13675","3725","5130","20231204","5450","16.51","20230320","1630","179.14"
"4415","ブロードエンタープライズ","東証GR","情報通信","20240126","800","-10","-1.23","810","811","818","792","803.54","14600","0.24","11732","4852","660","960","20230907","1120","28.57","20230316","484","65.29"
